table_name,column_sequence,column_name,label,logical_type,field_size,precision,units,domain_name,plan_group,join_path,output_dimensions,rasterization_status,proposed_encoding
chorizon,114,caco3_l,CaCO3 - Low Value,Integer,,,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,115,caco3_r,CaCO3 - Representative Value,Integer,,,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,116,caco3_h,CaCO3 - High Value,Integer,,,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,117,gypsum_l,Gypsum - Low Value,Integer,,,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,118,gypsum_r,Gypsum - Representative Value,Integer,,,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,119,gypsum_h,Gypsum - High Value,Integer,,,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,120,sar_l,SAR - Low Value,Float,,1,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,121,sar_r,SAR - Representative Value,Float,,1,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,122,sar_h,SAR - High Value,Float,,1,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,123,ec_l,EC - Low Value,Float,,1,decisiemens per meter,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,124,ec_r,EC - Representative Value,Float,,1,decisiemens per meter,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,125,ec_h,EC - High Value,Float,,1,decisiemens per meter,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,126,cec7_l,CEC-7 - Low Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,127,cec7_r,CEC-7 - Representative Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,128,cec7_h,CEC-7 - High Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,129,ecec_l,ECEC - Low Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,130,ecec_r,ECEC - Representative Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,131,ecec_h,ECEC - High Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,132,sumbases_l,Sum of Bases - Low Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,133,sumbases_r,Sum of Bases - Representative Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,134,sumbases_h,Sum of Bases - High Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,135,ph1to1h2o_l,pH H2O - Low Value,Float,,1,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,136,ph1to1h2o_r,pH H2O - Representative Value,Float,,1,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,137,ph1to1h2o_h,pH H2O - High Value,Float,,1,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,138,ph01mcacl2_l,pH CaCl2 - Low Value,Float,,1,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,139,ph01mcacl2_r,pH CaCl2 - Representative Value,Float,,1,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,140,ph01mcacl2_h,pH CaCl2 - High Value,Float,,1,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,141,freeiron_l,Free Iron - Low Value,Float,,2,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,142,freeiron_r,Free Iron - Representative Value,Float,,2,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,143,freeiron_h,Free Iron - High Value,Float,,2,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,144,feoxalate_l,Oxalate Fe - Low Value,Float,,2,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,145,feoxalate_r,Oxalate Fe - Representative Value,Float,,2,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,146,feoxalate_h,Oxalate Fe - High Value,Float,,2,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,147,extracid_l,Ext Acidity - Low Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,148,extracid_r,Ext Acidity - Representative Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,149,extracid_h,Ext Acidity - High Value,Float,,1,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,150,extral_l,Extract Al - Low Value,Float,,2,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,151,extral_r,Extract Al - Representative Value,Float,,2,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,152,extral_h,Extract Al - High Value,Float,,2,milliequivalents per 100 grams,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,153,aloxalate_l,Oxalate Al - Low Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,154,aloxalate_r,Oxalate Al - Representative Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,155,aloxalate_h,Oxalate Al - High Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,156,pbray1_l,Bray 1 Phos - Low Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,157,pbray1_r,Bray 1 Phos - Representative Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,158,pbray1_h,Bray 1 Phos - High Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,159,poxalate_l,Oxalate Phos - Low Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,160,poxalate_r,Oxalate Phos - Representative Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,161,poxalate_h,Oxalate Phos - High Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,162,ph2osoluble_l,Water Soluble Phos - Low Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,163,ph2osoluble_r,Water Soluble Phos - Representative Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,164,ph2osoluble_h,Water Soluble Phos - High Value,Float,,1,milligrams per kilogram,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,165,ptotal_l,Total Phos - Low Value,Float,,2,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,166,ptotal_r,Total Phos - Representative Value,Float,,2,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,167,ptotal_h,Total Phos - High Value,Float,,2,percent,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
chorizon,168,excavdifcl,Excav Diff,Choice,254,,,excavation_difficulty_class,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
chorizon,169,excavdifms,Excav Diff Moisture,Choice,254,,,observed_soil_moisture_status,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
chorizon,170,cokey,Component Key,String,254,,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",linkage_key,retain only when it has independent provenance value
chorizon,171,chkey,Chorizon Key,String,254,,,,horizon_base,mukey -> component -> chorizon,"(depth_interval, statistic, y, x)",linkage_key,retain only when it has independent provenance value
chpores,1,poreqty_l,Quantity - Low Value,Float,,1,pores per area,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chpores,2,poreqty_r,Quantity - Representative Value,Float,,1,pores per area,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chpores,3,poreqty_h,Quantity - High Value,Float,,1,pores per area,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chpores,4,poresize,Size,Choice,254,,,pore_root_size,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chpores,5,porecont,Continuity,Choice,254,,,pore_continuity_vertical,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chpores,6,poreshp,Shape,Choice,254,,,pore_shape,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chpores,7,rvindicator,RV?,Boolean,3,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chpores,8,chkey,Chorizon Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chpores,9,chporeskey,Chorizon Pores Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chstruct,1,structgrade,Grade,Choice,254,,,structure_grade,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chstruct,2,structsize,Size,Choice,254,,,structure_size,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chstruct,3,structtype,Type,Choice,254,,,structure_type,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chstruct,4,structid,Structure ID,Integer,,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chstruct,5,structpartsto,Parts to Structure ID,Integer,,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chstruct,6,chstructgrpkey,Chorizon Structure Group Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chstruct,7,chstructkey,Chorizon Structure Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chstructgrp,1,structgrpname,Structure,String,100,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chstructgrp,2,rvindicator,RV?,Boolean,3,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chstructgrp,3,chkey,Chorizon Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chstructgrp,4,chstructgrpkey,Chorizon Structure Group Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chtext,1,recdate,Date,Date/Time,,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtext,2,chorizontextkind,Kind,Choice,254,,,chorizon_text_kind,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtext,3,textcat,Category,String,20,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtext,4,textsubcat,Subcategory,String,20,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtext,5,text,Text,Vtext,,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",lookup_only,dictionary/companion table; do not repeat narrative text
chtext,6,chkey,Chorizon Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chtext,7,chtextkey,Chorizon Text Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chtexture,1,texcl,Texture,Choice,254,,,texture_class,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtexture,2,lieutex,In Lieu,Choice,254,,,terms_used_in_lieu_of_texture,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtexture,3,chtgkey,Chorizon Texture Group Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chtexture,4,chtkey,Chorizon Texture Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chtexturegrp,1,texture,Tex Mod & Class,String,30,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtexturegrp,2,stratextsflag,Stratified?,Boolean,3,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtexturegrp,3,rvindicator,RV?,Boolean,3,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtexturegrp,4,texdesc,Texture Description,Vtext,,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",lookup_only,dictionary/companion table; do not repeat narrative text
chtexturegrp,5,chkey,Chorizon Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chtexturegrp,6,chtgkey,Chorizon Texture Group Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chtexturemod,1,texmod,Modifier,Choice,254,,,texture_modifier,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chtexturemod,2,chtkey,Chorizon Texture Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chtexturemod,3,chtexmodkey,Chorizon Texture Modifier Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chunified,1,unifiedcl,Unified,Choice,254,,,unified_soil_classification,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chunified,2,rvindicator,RV?,Boolean,3,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
chunified,3,chkey,Chorizon Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
chunified,4,chunifiedkey,Chorizon Unified Key,String,254,,,,dimensioned_horizon,mukey -> component -> chorizon -> child table,"(depth_interval, category, y, x) or lookup",linkage_key,retain only when it has independent provenance value
cocanopycover,1,plantcov,Canopy Cover %,Integer,,,percent,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocanopycover,2,plantsym,Plant Symbol,String,8,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocanopycover,3,plantsciname,Scientific Name,String,127,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocanopycover,4,plantcomname,Common Name,String,60,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocanopycover,5,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cocanopycover,6,cocanopycovkey,Component Canopy Cover Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cocropyld,1,cropname,Crop Name,Choice,254,,,crop_name,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,2,yldunits,Units,Choice,254,,,crop_yield_units,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,3,nonirryield_l,Nirr Yield - Low Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,4,nonirryield_r,Nirr Yield - Representative Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,5,nonirryield_h,Nirr Yield - High Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,6,irryield_l,Irr Yield - Low Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,7,irryield_r,Irr Yield - Representative Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,8,irryield_h,Irr Yield - High Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,9,cropprodindex,Prod Index,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,10,vasoiprdgrp,VA Soil Prod Grp,Choice,254,,,va_soil_productivity_group,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cocropyld,11,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cocropyld,12,cocropyldkey,Component Crop Yield Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
codiagfeatures,1,featkind,Kind,Choice,254,,,diag_horz_feat_kind,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,2,featdept_l,Top Depth - Low Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,3,featdept_r,Top Depth - Representative Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,4,featdept_h,Top Depth - High Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,5,featdepb_l,Bottom Depth - Low Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,6,featdepb_r,Bottom Depth - Representative Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,7,featdepb_h,Bottom Depth - High Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,8,featthick_l,Thickness - Low Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,9,featthick_r,Thickness - Representative Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,10,featthick_h,Thickness - High Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
codiagfeatures,11,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
codiagfeatures,12,codiagfeatkey,Component Diagnostic Features Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coecoclass,1,ecoclasstypename,Ecological Classification Type Name,String,60,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coecoclass,2,ecoclassref,Ecological Classification Reference,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coecoclass,3,ecoclassid,Ecological Classification ID,String,30,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coecoclass,4,ecoclassname,Ecological Classification Name,Vtext,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",lookup_only,dictionary/companion table; do not repeat narrative text
coecoclass,5,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coecoclass,6,coecoclasskey,Component Ecological Classification Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coeplants,1,plantsym,Plant Symbol,String,8,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coeplants,2,plantsciname,Scientific Name,String,127,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coeplants,3,plantcomname,Common Name,String,60,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
